"familia","sector","estado","canton","provincia","id_fact_oec","total_cursos","volumen_capacitados","dia","mes","anio","num_cer","prediction(num_cer)"
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4657.0,1.0,6.0,19.0,2.0,2022.0,6.0,6.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4658.0,2.0,2.0,19.0,5.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4661.0,1.0,1.0,23.0,1.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4665.0,2.0,7.0,24.0,5.0,2021.0,5.0,3.9054726368159205
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4667.0,1.0,1.0,25.0,3.0,2022.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4668.0,1.0,1.0,25.0,9.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4670.0,2.0,3.0,26.0,5.0,2021.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4675.0,2.0,16.0,29.0,3.0,2021.0,2.0,11.5
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4676.0,2.0,16.0,29.0,3.0,2021.0,14.0,5.9
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",4677.0,1.0,1.0,23.0,3.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4684.0,1.0,2.0,15.0,7.0,2020.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4685.0,1.0,1.0,10.0,11.0,2020.0,1.0,1.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4691.0,1.0,3.0,19.0,7.0,2021.0,3.0,3.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","santo domingo","santo domingo de los tsachilas",4694.0,2.0,3.0,21.0,7.0,2022.0,1.0,1.4796380090497738
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4695.0,2.0,3.0,21.0,7.0,2022.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4696.0,2.0,3.0,11.0,8.0,2020.0,2.0,1.4796380090497738
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4699.0,2.0,13.0,2.0,2.0,2021.0,1.0,5.761627906976744
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4701.0,2.0,2.0,17.0,8.0,2020.0,1.0,1.0
"actividades tipo servicios","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4702.0,2.0,2.0,17.0,8.0,2020.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4707.0,1.0,2.0,1.0,5.0,2021.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4712.0,1.0,4.0,17.0,11.0,2020.0,4.0,4.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4715.0,1.0,4.0,10.0,2.0,2020.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4716.0,1.0,1.0,18.0,2.0,2021.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4718.0,1.0,2.0,16.0,5.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4719.0,1.0,1.0,3.0,6.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4721.0,1.0,2.0,28.0,1.0,2022.0,2.0,2.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4723.0,1.0,1.0,12.0,1.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4725.0,1.0,18.0,21.0,12.0,2020.0,18.0,18.0
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4726.0,1.0,4.0,6.0,11.0,2020.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4729.0,2.0,5.0,13.0,2.0,2021.0,3.0,2.6473684210526316
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4730.0,1.0,16.0,18.0,2.0,2019.0,16.0,16.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",4732.0,2.0,3.0,5.0,8.0,2020.0,2.0,1.4796380090497738
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4733.0,2.0,4.0,24.0,12.0,2020.0,2.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4735.0,2.0,14.0,1.0,1.0,2021.0,9.0,5.761627906976744
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4737.0,1.0,3.0,27.0,1.0,2021.0,3.0,3.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4739.0,2.0,4.0,11.0,9.0,2021.0,3.0,1.981012658227848
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4741.0,2.0,5.0,7.0,3.0,2021.0,4.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4743.0,2.0,15.0,12.0,1.0,2021.0,8.0,9.571428571428571
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4745.0,2.0,19.0,23.0,2.0,2021.0,2.0,5.9
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4746.0,2.0,19.0,9.0,2.0,2021.0,5.0,17.25
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4748.0,1.0,4.0,22.0,6.0,2021.0,4.0,4.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4750.0,2.0,7.0,2.0,3.0,2021.0,4.0,3.9054726368159205
"actividades tipo servicios","actividades de asistencia social sin alojamiento","habilitado","santo domingo","santo domingo de los tsachilas",4751.0,2.0,13.0,4.0,1.0,2021.0,9.0,5.761627906976744
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4761.0,1.0,5.0,5.0,9.0,2020.0,5.0,5.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4762.0,1.0,1.0,18.0,7.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","santo domingo","santo domingo de los tsachilas",4764.0,2.0,6.0,29.0,10.0,2018.0,3.0,2.6473684210526316
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4769.0,1.0,2.0,3.0,8.0,2020.0,2.0,2.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4771.0,1.0,1.0,7.0,5.0,2019.0,1.0,1.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","santo domingo","santo domingo de los tsachilas",4773.0,1.0,1.0,19.0,7.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4778.0,1.0,1.0,24.0,8.0,2020.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","santo domingo","santo domingo de los tsachilas",4779.0,1.0,1.0,18.0,10.0,2020.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4780.0,2.0,2.0,19.0,9.0,2018.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","santo domingo","santo domingo de los tsachilas",4782.0,1.0,1.0,31.0,8.0,2018.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4783.0,2.0,2.0,6.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","santo domingo","santo domingo de los tsachilas",4784.0,2.0,2.0,6.0,1.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","santo domingo","santo domingo de los tsachilas",4785.0,1.0,1.0,22.0,12.0,2019.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4791.0,3.0,18.0,6.0,3.0,2022.0,1.0,5.828451882845188
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4792.0,3.0,18.0,6.0,3.0,2022.0,1.0,5.828451882845188
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4794.0,2.0,2.0,22.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4798.0,2.0,2.0,28.0,4.0,2022.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4799.0,2.0,2.0,7.0,9.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4804.0,2.0,2.0,26.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4805.0,1.0,1.0,9.0,2.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4806.0,1.0,3.0,30.0,8.0,2021.0,3.0,3.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4809.0,1.0,2.0,13.0,11.0,2019.0,2.0,2.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4810.0,2.0,2.0,8.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4811.0,2.0,2.0,8.0,7.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4817.0,2.0,2.0,12.0,4.0,2021.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4823.0,2.0,2.0,26.0,7.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4824.0,2.0,2.0,26.0,7.0,2022.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4825.0,1.0,6.0,28.0,4.0,2021.0,6.0,6.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4826.0,2.0,4.0,29.0,4.0,2022.0,2.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4830.0,1.0,1.0,2.0,10.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4832.0,1.0,2.0,7.0,4.0,2022.0,2.0,2.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4835.0,1.0,11.0,9.0,4.0,2021.0,11.0,11.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4838.0,2.0,21.0,17.0,2.0,2020.0,19.0,1.3333333333333333
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4845.0,1.0,13.0,20.0,7.0,2021.0,13.0,13.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4848.0,2.0,2.0,23.0,4.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4850.0,1.0,1.0,24.0,8.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4851.0,1.0,9.0,30.0,1.0,2021.0,9.0,9.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4853.0,2.0,6.0,3.0,9.0,2020.0,3.0,2.6473684210526316
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4856.0,2.0,5.0,16.0,5.0,2022.0,2.0,2.6473684210526316
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4858.0,1.0,2.0,29.0,11.0,2021.0,2.0,2.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4865.0,3.0,8.0,6.0,5.0,2022.0,1.0,1.8222748815165877
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4866.0,3.0,8.0,6.0,5.0,2022.0,1.0,1.8222748815165877
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4867.0,3.0,8.0,6.0,5.0,2022.0,6.0,1.8222748815165877
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4868.0,2.0,4.0,2.0,4.0,2022.0,2.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4870.0,1.0,5.0,20.0,1.0,2021.0,5.0,5.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4871.0,2.0,2.0,5.0,11.0,2021.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4874.0,2.0,3.0,8.0,9.0,2020.0,2.0,1.4796380090497738
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4875.0,3.0,6.0,12.0,10.0,2020.0,1.0,1.8222748815165877
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4885.0,2.0,9.0,21.0,8.0,2019.0,8.0,3.9054726368159205
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4886.0,2.0,9.0,21.0,8.0,2019.0,1.0,3.9054726368159205
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4887.0,3.0,3.0,1.0,4.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4889.0,3.0,3.0,1.0,4.0,2019.0,1.0,1.0
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4891.0,1.0,1.0,23.0,4.0,2019.0,1.0,1.0
"actividades comunitarias","actividades de atención de la salud humana","habilitado","quito","pichincha",4893.0,2.0,4.0,6.0,7.0,2020.0,1.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4894.0,2.0,4.0,6.0,7.0,2020.0,3.0,1.981012658227848
"actividades comunitarias","otras actividades de servicios personales","habilitado","quito","pichincha",4898.0,2.0,2.0,27.0,1.0,2022.0,1.0,1.0
