"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","total_cursos","volumen_capacitados","total_ganacias","mes","anio","%_asistencia","prediction(%_asistencia)"
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11705.0,2.0,12.0,2.0,35.0,500.0,11.0,2019.0,0.0,-5.0717113585552025E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11706.0,117.0,702.0,1.0,117.0,29250.0,3.0,2019.0,0.0,-0.017072161919918383
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11707.0,1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11710.0,15.0,90.0,1.0,15.0,3750.0,7.0,2019.0,0.0,3.748380791630092E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11711.0,15.0,90.0,1.0,15.0,3750.0,12.0,2018.0,0.0,1.7838974378987533E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11712.0,1.0,6.0,1.0,1.0,250.0,4.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11713.0,1.0,6.0,1.0,1.0,250.0,2.0,2019.0,0.0,8.065272605062464E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11714.0,27.0,162.0,1.0,27.0,6750.0,5.0,2019.0,0.0,-5.619185400765224E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11716.0,25.0,150.0,1.0,25.0,6250.0,3.0,2019.0,0.0,-5.619185400765224E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11717.0,5.0,30.0,1.0,5.0,1250.0,7.0,2019.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11720.0,4.0,24.0,1.0,4.0,1000.0,12.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11723.0,39.0,234.0,1.0,39.0,9750.0,10.0,2018.0,0.0,-7.049422897583034E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11725.0,29.0,174.0,2.0,31.0,7250.0,11.0,2018.0,0.0,-0.001283348390605443
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11727.0,3.0,18.0,2.0,4.0,750.0,9.0,2019.0,0.0,1.3512144515015652E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11728.0,2.0,12.0,1.0,2.0,500.0,3.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11732.0,12.0,72.0,2.0,13.0,3000.0,10.0,2019.0,0.0,-9.124443874002335E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11735.0,6.0,36.0,1.0,6.0,1500.0,11.0,2019.0,0.0,-1.331159495426169E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11736.0,3.0,18.0,2.0,8.0,750.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11738.0,42.0,252.0,1.0,42.0,10500.0,5.0,2019.0,0.0,4.378269024926775E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11747.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11752.0,13.0,78.0,2.0,19.0,3250.0,7.0,2019.0,0.0,4.383897963957219E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11753.0,37.0,222.0,2.0,38.0,9250.0,3.0,2019.0,0.0,-5.695089953408504E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11754.0,17.0,102.0,2.0,18.0,4250.0,6.0,2018.0,0.0,4.945025608075861E-4
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11755.0,1.0,6.0,2.0,18.0,250.0,6.0,2018.0,0.0,1.49633670029738E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11759.0,1.0,6.0,1.0,1.0,250.0,5.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11761.0,16.0,96.0,1.0,16.0,4000.0,11.0,2018.0,0.0,1.7838974378987533E-4
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","quito","pichincha",11767.0,1.0,6.0,3.0,12.0,250.0,6.0,2021.0,0.0,-2.8737643323939292E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11769.0,1.0,6.0,1.0,1.0,250.0,11.0,2019.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11770.0,57.0,342.0,1.0,57.0,14250.0,3.0,2019.0,0.0,-0.01488746373090626
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11771.0,2.0,12.0,2.0,3.0,500.0,6.0,2019.0,0.0,5.173490172678558E-5
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",11772.0,1.0,6.0,2.0,3.0,250.0,6.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11774.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11777.0,9.0,54.0,1.0,9.0,2250.0,12.0,2017.0,0.0,-1.1596579507981968E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11779.0,1.0,6.0,1.0,1.0,250.0,5.0,2018.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11780.0,53.0,318.0,2.0,55.0,13250.0,5.0,2018.0,0.0,0.006530313935877619
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11781.0,2.0,12.0,2.0,55.0,500.0,5.0,2018.0,0.0,-1.3844976944747938E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11782.0,2.0,12.0,1.0,2.0,500.0,2.0,2019.0,0.0,8.065272605062464E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11783.0,1.0,6.0,1.0,1.0,250.0,11.0,2017.0,0.0,-6.0944158339726155E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11787.0,25.0,150.0,1.0,25.0,6250.0,5.0,2018.0,0.0,-5.619185400765224E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11789.0,24.0,144.0,1.0,24.0,6000.0,6.0,2018.0,0.0,-5.619185400765224E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11790.0,22.0,132.0,1.0,22.0,5500.0,9.0,2018.0,0.0,-6.001412972882923E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11792.0,21.0,126.0,1.0,21.0,5250.0,8.0,2018.0,0.0,-5.619185400765224E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11795.0,1.0,6.0,1.0,1.0,250.0,6.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11796.0,6.0,36.0,1.0,6.0,1500.0,8.0,2018.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11797.0,12.0,72.0,1.0,12.0,3000.0,12.0,2018.0,0.0,-2.494700169013873E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11799.0,11.0,66.0,1.0,11.0,2750.0,8.0,2019.0,0.0,-4.6953918503777996E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11800.0,3.0,18.0,1.0,3.0,750.0,6.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11802.0,1.0,6.0,1.0,1.0,250.0,4.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11804.0,30.0,180.0,1.0,30.0,7500.0,2.0,2019.0,0.0,-0.0011305696843540323
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11805.0,1.0,6.0,1.0,1.0,250.0,8.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11807.0,31.0,186.0,1.0,31.0,7750.0,2.0,2019.0,0.0,-0.0012681313873675213
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11808.0,7.0,42.0,1.0,7.0,1750.0,7.0,2018.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11815.0,13.0,78.0,1.0,13.0,3250.0,5.0,2019.0,0.0,4.3149414762906364E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11816.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11819.0,32.0,192.0,2.0,56.0,8000.0,9.0,2018.0,0.0,-0.0047114696397970056
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11823.0,26.0,156.0,1.0,26.0,6500.0,7.0,2018.0,0.0,-5.619185400765224E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11828.0,16.0,96.0,1.0,16.0,4000.0,6.0,2018.0,0.0,3.748380791630092E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11832.0,81.0,486.0,1.0,81.0,20250.0,3.0,2018.0,0.0,-0.04760323632510781
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11835.0,10.0,60.0,1.0,10.0,2500.0,6.0,2018.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11838.0,43.0,258.0,1.0,43.0,10750.0,8.0,2018.0,0.0,-0.003917944594326084
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11839.0,6.0,36.0,1.0,6.0,1500.0,2.0,2018.0,0.0,-4.695636413503106E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11843.0,3.0,18.0,1.0,3.0,750.0,9.0,2018.0,0.0,1.3512144515015652E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11844.0,7.0,42.0,1.0,7.0,1750.0,6.0,2018.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11845.0,1.0,6.0,1.0,1.0,250.0,12.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11851.0,9.0,54.0,1.0,9.0,2250.0,11.0,2018.0,0.0,-1.331159495426169E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11855.0,18.0,108.0,1.0,18.0,4500.0,7.0,2018.0,0.0,4.945025608075861E-4
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",11857.0,1.0,6.0,2.0,7.0,250.0,7.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11858.0,2.0,12.0,1.0,2.0,500.0,12.0,2018.0,0.0,-7.809431280252337E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11859.0,23.0,138.0,1.0,23.0,5750.0,2.0,2018.0,0.0,-6.055881691982455E-4
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11861.0,1.0,6.0,1.0,1.0,250.0,10.0,2018.0,0.0,1.3512144515015652E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11863.0,9.0,54.0,1.0,9.0,2250.0,9.0,2019.0,0.0,-4.1509492225077875E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11866.0,1.0,6.0,1.0,1.0,250.0,4.0,2019.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11867.0,1.0,6.0,1.0,1.0,250.0,3.0,2018.0,0.0,5.173490172678558E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11869.0,1.0,6.0,1.0,1.0,250.0,9.0,2019.0,0.0,1.3512144515015652E-5
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11872.0,5.0,30.0,2.0,20.0,1250.0,12.0,2018.0,0.0,-1.6825436647609476E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11873.0,6.0,36.0,1.0,6.0,1500.0,3.0,2018.0,0.0,-3.286735013307944E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11875.0,1.0,6.0,1.0,1.0,250.0,2.0,2018.0,0.0,8.065272605062464E-6
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11876.0,18.0,108.0,1.0,18.0,4500.0,4.0,2018.0,0.0,4.945025608075861E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11877.0,7.0,42.0,1.0,7.0,1750.0,2.0,2018.0,0.0,-4.695636413503106E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11879.0,9.0,54.0,1.0,9.0,2250.0,1.0,2018.0,0.0,-4.695636413503106E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11881.0,11.0,66.0,1.0,11.0,2750.0,1.0,2018.0,0.0,-9.062354762550111E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",11882.0,11.0,66.0,1.0,11.0,2750.0,1.0,2018.0,0.0,-9.062354762550111E-5
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",11883.0,1.0,6.0,1.0,1.0,250.0,6.0,2017.0,0.0,6.88850561895828E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11884.0,27.0,162.0,1.0,27.0,6750.0,11.0,2019.0,0.0,0.0015613872440762401
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11888.0,15.0,90.0,1.0,15.0,3750.0,12.0,2019.0,0.0,0.0019764600379612142
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11893.0,12.0,72.0,1.0,12.0,3000.0,12.0,2019.0,0.0,-1.8146560829750396E-4
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11895.0,7.0,42.0,1.0,7.0,1750.0,10.0,2019.0,0.0,6.217142334703513E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11896.0,4.0,24.0,1.0,4.0,1000.0,10.0,2019.0,0.0,2.623366243410547E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11899.0,2.0,12.0,1.0,2.0,500.0,9.0,2019.0,0.0,2.623366243410547E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11902.0,42.0,252.0,1.0,42.0,10500.0,10.0,2019.0,0.0,-0.019106324048840318
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11903.0,25.0,150.0,1.0,25.0,6250.0,9.0,2019.0,0.0,0.001719612822237604
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11904.0,50.0,300.0,1.0,50.0,12500.0,9.0,2019.0,0.0,0.0663734162210063
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11906.0,7.0,42.0,1.0,7.0,1750.0,12.0,2019.0,0.0,-2.9435033970503892E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11908.0,20.0,120.0,1.0,20.0,5000.0,9.0,2018.0,0.0,0.001719612822237604
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11912.0,7.0,42.0,1.0,7.0,1750.0,12.0,2019.0,0.0,-2.9435033970503892E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11914.0,21.0,126.0,1.0,21.0,5250.0,4.0,2019.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11915.0,4.0,24.0,1.0,4.0,1000.0,4.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11918.0,72.0,432.0,1.0,72.0,18000.0,4.0,2019.0,0.0,0.04123426668845705
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11919.0,27.0,162.0,1.0,27.0,6750.0,10.0,2018.0,0.0,0.001719612822237604
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11920.0,2.0,12.0,1.0,2.0,500.0,10.0,2018.0,0.0,2.623366243410547E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11923.0,14.0,84.0,1.0,14.0,3500.0,8.0,2019.0,0.0,0.0021729043861095755
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11924.0,7.0,42.0,1.0,7.0,1750.0,9.0,2019.0,0.0,6.217142334703513E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11928.0,13.0,78.0,1.0,13.0,3250.0,8.0,2019.0,0.0,0.024653204469937417
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11933.0,23.0,138.0,1.0,23.0,5750.0,6.0,2019.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11934.0,2.0,12.0,1.0,2.0,500.0,10.0,2018.0,0.0,2.623366243410547E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11936.0,37.0,222.0,1.0,37.0,9250.0,5.0,2019.0,0.0,-0.0013601570321955412
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11939.0,28.0,168.0,1.0,28.0,7000.0,7.0,2019.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11941.0,1.0,6.0,1.0,1.0,250.0,11.0,2018.0,0.0,-6.537400269239751E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11943.0,1.0,6.0,1.0,1.0,250.0,5.0,2019.0,0.0,6.445541556372465E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11947.0,4.0,24.0,1.0,4.0,1000.0,11.0,2019.0,0.0,-6.537279488343355E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11948.0,12.0,72.0,1.0,12.0,3000.0,7.0,2019.0,0.0,1.4978943577670552E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11952.0,1.0,6.0,1.0,1.0,250.0,1.0,2019.0,0.0,2.0785786442001526E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11954.0,5.0,30.0,1.0,5.0,1250.0,12.0,2018.0,0.0,-2.9435033970503892E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11958.0,28.0,168.0,1.0,28.0,7000.0,11.0,2019.0,0.0,0.0015613872440762401
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11962.0,1.0,6.0,1.0,1.0,250.0,6.0,2019.0,0.0,6.445541556372465E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11966.0,57.0,342.0,1.0,57.0,14250.0,2.0,2019.0,0.0,0.04892366393667098
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11971.0,13.0,78.0,1.0,13.0,3250.0,9.0,2019.0,0.0,0.02461498569995042
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11974.0,19.0,114.0,1.0,19.0,4750.0,9.0,2019.0,0.0,0.002254350097767155
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11976.0,3.0,18.0,1.0,3.0,750.0,7.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11979.0,27.0,162.0,1.0,27.0,6750.0,4.0,2019.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11987.0,5.0,30.0,1.0,5.0,1250.0,12.0,2019.0,0.0,-2.9435033970503892E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11988.0,2.0,12.0,1.0,2.0,500.0,12.0,2018.0,0.0,-6.537279488343355E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11994.0,58.0,348.0,1.0,58.0,14500.0,2.0,2019.0,0.0,0.03547713517198199
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11995.0,5.0,30.0,1.0,5.0,1250.0,11.0,2018.0,0.0,-2.9435033970503892E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11996.0,43.0,258.0,1.0,43.0,10750.0,9.0,2019.0,0.0,0.06066653439443721
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",11998.0,2.0,12.0,1.0,2.0,500.0,5.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12000.0,15.0,90.0,1.0,15.0,3750.0,12.0,2019.0,0.0,0.0019764600379612142
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12002.0,9.0,54.0,1.0,9.0,2250.0,1.0,2019.0,0.0,5.672076793912257E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12004.0,5.0,30.0,1.0,5.0,1250.0,9.0,2019.0,0.0,6.217142334703513E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12010.0,30.0,180.0,1.0,30.0,7500.0,8.0,2019.0,0.0,0.0012328500770688146
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12018.0,2.0,12.0,1.0,2.0,500.0,4.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12019.0,1.0,6.0,1.0,1.0,250.0,7.0,2019.0,0.0,6.445541556372465E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12023.0,2.0,12.0,1.0,2.0,500.0,8.0,2019.0,0.0,6.445243242110283E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12025.0,18.0,108.0,1.0,18.0,4500.0,5.0,2019.0,0.0,0.0022925690714809656
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12027.0,2.0,12.0,1.0,2.0,500.0,5.0,2019.0,0.0,6.445263614791603E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12029.0,15.0,90.0,1.0,15.0,3750.0,10.0,2018.0,0.0,0.002134685616122578
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12030.0,25.0,150.0,1.0,25.0,6250.0,10.0,2018.0,0.0,0.001719612822237604
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12031.0,1.0,6.0,1.0,1.0,250.0,3.0,2019.0,0.0,6.445541556372465E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12034.0,13.0,78.0,1.0,13.0,3250.0,11.0,2019.0,0.0,0.024456760121789056
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12035.0,23.0,138.0,1.0,23.0,5750.0,3.0,2019.0,0.0,0.0017578317959514147
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12036.0,4.0,24.0,1.0,4.0,1000.0,8.0,2019.0,0.0,6.445243242110283E-5
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12038.0,38.0,228.0,1.0,38.0,9500.0,10.0,2019.0,0.0,-0.003697783621192041
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","desconocido","quito","pichincha",12042.0,15.0,90.0,1.0,15.0,3750.0,6.0,2019.0,0.0,0.0021729045898363887
