"familia","sector","estado","provincia","num_cer","total_horas","total_cursos","total_ganacias","dia","mes","anio","volumen_capacitados","prediction(volumen_capacitados)"
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,3.0,500.0,19.0,2.0,2021.0,8.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,13.0,3.0,2021.0,4.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",1.0,6.0,4.0,250.0,26.0,1.0,2021.0,21.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",2.0,12.0,5.0,500.0,4.0,5.0,2022.0,8.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,2.0,500.0,18.0,3.0,2021.0,4.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",5.0,30.0,2.0,1250.0,5.0,7.0,2021.0,6.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",3.0,18.0,2.0,750.0,12.0,3.0,2020.0,4.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",5.0,30.0,3.0,1250.0,2.0,12.0,2021.0,7.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,2.0,6.0,2022.0,7.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",5.0,30.0,2.0,1250.0,13.0,7.0,2021.0,6.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,3.0,500.0,12.0,10.0,2021.0,11.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,1.0,250.0,16.0,3.0,2021.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",11.0,66.0,3.0,2750.0,26.0,4.0,2021.0,15.0,21.5
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,2.0,5.0,2021.0,16.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,9.0,3.0,2020.0,24.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,4.0,500.0,22.0,10.0,2021.0,9.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,1.0,2.0,2020.0,2.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,6.0,8.0,2020.0,2.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,10.0,3.0,2020.0,4.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",6.0,36.0,4.0,1500.0,29.0,1.0,2022.0,18.0,49.5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",5.0,30.0,4.0,1250.0,29.0,1.0,2022.0,18.0,49.5
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","cotopaxi",3.0,18.0,2.0,750.0,10.0,5.0,2021.0,6.0,12.36500754147813
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",1.0,6.0,4.0,250.0,9.0,8.0,2021.0,14.0,13.868945868945868
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","cotopaxi",2.0,12.0,1.0,500.0,28.0,9.0,2020.0,2.0,2.0
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","pichincha",2.0,12.0,1.0,500.0,26.0,4.0,2022.0,2.0,2.0
"actividades de enseñanza","enseñanza","habilitado","pichincha",5.0,30.0,1.0,1250.0,25.0,7.0,2022.0,5.0,5.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,4.0,250.0,11.0,4.0,2022.0,4.0,13.868945868945868
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","cotopaxi",1.0,6.0,4.0,250.0,13.0,5.0,2022.0,6.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,1.0,250.0,14.0,6.0,2022.0,1.0,1.0
"MISSING","MISSING","habilitado","cotopaxi",1.0,6.0,2.0,250.0,19.0,5.0,2022.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,6.0,250.0,7.0,6.0,2022.0,6.0,13.868945868945868
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","cotopaxi",1.0,6.0,6.0,250.0,6.0,6.0,2022.0,12.0,13.868945868945868
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",1.0,6.0,2.0,250.0,28.0,6.0,2022.0,2.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,28.0,11.0,2019.0,2.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,1.0,250.0,3.0,5.0,2021.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,1.0,250.0,8.0,3.0,2022.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,16.0,3.0,2022.0,2.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",1.0,6.0,2.0,250.0,16.0,3.0,2022.0,2.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,3.0,250.0,25.0,8.0,2021.0,4.0,6.506150061500615
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,3.0,250.0,30.0,8.0,2021.0,9.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,2.0,1.0,2020.0,2.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",1.0,6.0,1.0,250.0,13.0,11.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",1.0,6.0,1.0,250.0,20.0,12.0,2019.0,1.0,1.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",16.0,96.0,1.0,4000.0,23.0,9.0,2019.0,16.0,16.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",3.0,18.0,2.0,750.0,18.0,2.0,2022.0,4.0,12.36500754147813
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,1.0,250.0,13.0,5.0,2021.0,1.0,1.0
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","cotopaxi",1.0,6.0,4.0,250.0,14.0,7.0,2022.0,17.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",4.0,24.0,4.0,1000.0,14.0,7.0,2022.0,17.0,13.868945868945868
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",2.0,12.0,2.0,500.0,20.0,5.0,2021.0,5.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",1.0,6.0,2.0,250.0,20.0,6.0,2022.0,3.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",18.0,108.0,2.0,4500.0,21.0,1.0,2022.0,36.0,26.325
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,4.0,250.0,25.0,2.0,2022.0,65.0,13.868945868945868
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,4.0,250.0,25.0,2.0,2022.0,65.0,13.868945868945868
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",12.0,72.0,4.0,3000.0,26.0,7.0,2022.0,18.0,26.5
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,4.0,250.0,26.0,8.0,2021.0,4.0,13.868945868945868
"metalmecánica","reparación e instalación de maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,2.0,250.0,29.0,4.0,2022.0,2.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",1.0,6.0,6.0,250.0,30.0,5.0,2022.0,30.0,24.714285714285715
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,6.0,250.0,30.0,5.0,2022.0,30.0,24.714285714285715
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","cotopaxi",8.0,48.0,6.0,2000.0,30.0,5.0,2022.0,30.0,24.714285714285715
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,30.0,12.0,2019.0,6.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",1.0,6.0,2.0,250.0,6.0,7.0,2021.0,2.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",1.0,6.0,3.0,250.0,6.0,12.0,2021.0,6.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",3.0,18.0,3.0,750.0,6.0,12.0,2021.0,6.0,12.36500754147813
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",25.0,150.0,4.0,6250.0,7.0,3.0,2022.0,29.0,50.285714285714285
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",1.0,6.0,4.0,250.0,7.0,3.0,2022.0,29.0,13.868945868945868
"actividades comunitarias","actividades de atención de la salud humana","habilitado","cotopaxi",2.0,12.0,4.0,500.0,7.0,3.0,2022.0,29.0,13.868945868945868
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",1.0,6.0,4.0,250.0,7.0,4.0,2021.0,41.0,13.868945868945868
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",1.0,6.0,2.0,250.0,7.0,10.0,2020.0,2.0,6.506150061500615
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","cotopaxi",1.0,6.0,1.0,250.0,7.0,10.0,2021.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,1.0,250.0,9.0,4.0,2021.0,1.0,1.0
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","cotopaxi",4.0,24.0,5.0,1000.0,9.0,6.0,2022.0,17.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,5.0,250.0,12.0,8.0,2021.0,13.0,13.868945868945868
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",1.0,6.0,5.0,250.0,12.0,8.0,2021.0,13.0,13.868945868945868
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",3.0,18.0,1.0,750.0,13.0,9.0,2019.0,3.0,3.0
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",1.0,6.0,2.0,250.0,13.0,10.0,2020.0,2.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",4.0,24.0,1.0,1000.0,14.0,9.0,2021.0,4.0,4.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",19.0,114.0,2.0,4750.0,19.0,3.0,2021.0,20.0,26.325
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,20.0,5.0,2022.0,2.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",1.0,6.0,1.0,250.0,23.0,10.0,2019.0,1.0,1.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,25.0,1.0,2022.0,2.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",1.0,6.0,2.0,250.0,25.0,1.0,2022.0,2.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",2.0,12.0,2.0,500.0,28.0,9.0,2021.0,4.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",16.0,96.0,1.0,4000.0,30.0,6.0,2021.0,16.0,16.0
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",2.0,12.0,2.0,500.0,31.0,3.0,2021.0,8.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,4.0,250.0,2.0,12.0,2019.0,19.0,13.868945868945868
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,4.0,250.0,2.0,12.0,2019.0,19.0,13.868945868945868
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,4.0,250.0,2.0,12.0,2019.0,19.0,13.868945868945868
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",5.0,30.0,2.0,1250.0,21.0,11.0,2019.0,6.0,12.36500754147813
"actividades comunitarias","actividades deportivas, de esparcimiento y recreativas","habilitado","cotopaxi",2.0,12.0,3.0,500.0,8.0,4.0,2022.0,5.0,6.506150061500615
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",10.0,60.0,1.0,2500.0,31.0,3.0,2022.0,10.0,10.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",1.0,6.0,3.0,250.0,11.0,5.0,2022.0,12.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",4.0,24.0,8.0,1000.0,17.0,3.0,2022.0,190.0,190.0
"servicios financieros","actividades jurídicas y de contabilidad","habilitado","cotopaxi",1.0,6.0,8.0,250.0,17.0,3.0,2022.0,190.0,190.0
"actividades tipo servicios","agricultura, ganadería, caza y actividades de servicios conexas","habilitado","cotopaxi",1.0,6.0,4.0,250.0,22.0,1.0,2021.0,15.0,13.868945868945868
"actividades comunitarias","otras actividades de servicios personales","habilitado","cotopaxi",5.0,30.0,3.0,1250.0,25.0,4.0,2022.0,23.0,12.36500754147813
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",2.0,12.0,2.0,500.0,10.0,12.0,2021.0,4.0,6.506150061500615
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",4.0,24.0,1.0,1000.0,22.0,12.0,2021.0,4.0,4.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",7.0,42.0,1.0,1750.0,17.0,9.0,2018.0,7.0,7.0
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","cotopaxi",21.0,126.0,5.0,5250.0,22.0,3.0,2022.0,29.0,29.666666666666668
"actividades tipo servicios","actividades de descontaminación y otros servicios de gestión de desechos","habilitado","cotopaxi",4.0,24.0,5.0,1000.0,22.0,3.0,2022.0,29.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,2.0,250.0,30.0,3.0,2021.0,2.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",8.0,48.0,1.0,2000.0,10.0,7.0,2019.0,8.0,8.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",2.0,12.0,1.0,500.0,11.0,7.0,2019.0,2.0,2.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",3.0,18.0,2.0,750.0,14.0,12.0,2021.0,4.0,12.36500754147813
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",1.0,6.0,1.0,250.0,14.0,11.0,2019.0,1.0,1.0
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","cotopaxi",5.0,30.0,2.0,1250.0,15.0,6.0,2022.0,12.0,12.36500754147813
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",1.0,6.0,1.0,250.0,18.0,5.0,2022.0,1.0,1.0
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","cotopaxi",1.0,6.0,5.0,250.0,21.0,7.0,2022.0,21.0,13.868945868945868
"actividades de enseñanza","enseñanza","habilitado","cotopaxi",3.0,18.0,1.0,750.0,8.0,2.0,2022.0,3.0,3.0
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",2.0,12.0,6.0,500.0,4.0,11.0,2021.0,9.0,13.868945868945868
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",2.0,12.0,3.0,500.0,11.0,8.0,2021.0,18.0,6.506150061500615
"actividades tipo servicios","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","cotopaxi",1.0,6.0,3.0,250.0,14.0,1.0,2022.0,5.0,6.506150061500615
"actividades tipo servicios","enseñanza","habilitado","cotopaxi",5.0,30.0,5.0,1250.0,5.0,11.0,2021.0,10.0,14.0
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",2.0,12.0,1.0,500.0,14.0,9.0,2019.0,2.0,2.0
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",1.0,6.0,3.0,250.0,22.0,11.0,2019.0,16.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",2.0,12.0,3.0,500.0,22.0,11.0,2019.0,16.0,6.506150061500615
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",21.0,126.0,2.0,5250.0,1.0,10.0,2018.0,23.0,26.325
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","cotopaxi",1.0,6.0,2.0,250.0,24.0,10.0,2018.0,5.0,6.506150061500615
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","cotopaxi",4.0,24.0,2.0,1000.0,24.0,10.0,2018.0,5.0,12.36500754147813
