"familia","sector","estado","canton","provincia","id_fact_oec","num_cer","total_horas","volumen_capacitados","total_ganacias","dia","mes","anio","total_cursos","prediction(total_cursos)"
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","riobamba","chimborazo",13489.0,7.0,42.0,10.0,1750.0,30.0,5.0,2017.0,2.0,1.8145118890652023
"tecnología: hardware y software (incluye tic)","programación informática, consultoría de informática y actividades conexas","habilitado","riobamba","chimborazo",13490.0,3.0,18.0,10.0,750.0,30.0,5.0,2017.0,2.0,2.3108522514021255
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","riobamba","chimborazo",13491.0,1.0,6.0,1.0,250.0,5.0,1.0,2018.0,1.0,1.0314529362631086
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","riobamba","chimborazo",13496.0,2.0,12.0,3.0,500.0,16.0,5.0,2017.0,2.0,1.7711414630366429
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","riobamba","chimborazo",13497.0,1.0,6.0,3.0,250.0,16.0,5.0,2017.0,2.0,2.4591850497099452
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","riobamba","chimborazo",13503.0,3.0,18.0,3.0,750.0,1.0,12.0,2016.0,1.0,0.8810198445071231
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","riobamba","chimborazo",13505.0,5.0,30.0,5.0,1250.0,23.0,11.0,2016.0,1.0,1.064737363930349
"metalmecánica","fabricación de productos elaborados de metal, excepto maquinaria y equipo","habilitado","riobamba","chimborazo",13508.0,5.0,30.0,6.0,1250.0,27.0,11.0,2016.0,2.0,1.2658434194099621
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13517.0,3.0,18.0,3.0,750.0,2.0,9.0,2019.0,1.0,1.0223732265267111
"actividades tipo servicios","actividades especializadas de la construcción","habilitado","quito","pichincha",13521.0,1.0,6.0,3.0,250.0,1.0,9.0,2021.0,3.0,2.686493790960399
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13522.0,1.0,6.0,1.0,250.0,13.0,9.0,2019.0,1.0,1.0019073488119696
"actividades tipo servicios","reparación e instalación de maquinaria y equipo","habilitado","quito","pichincha",13523.0,1.0,6.0,3.0,250.0,30.0,10.0,2020.0,3.0,2.834131298118323
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13528.0,7.0,42.0,7.0,1750.0,3.0,9.0,2019.0,1.0,1.0129974517267195
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13534.0,1.0,6.0,1.0,250.0,5.0,7.0,2019.0,1.0,1.0017696043987465
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",13543.0,1.0,6.0,1.0,250.0,8.0,6.0,2021.0,1.0,0.9991167246016497
"actividades de enseñanza","enseñanza","habilitado","quito","pichincha",13544.0,1.0,6.0,1.0,250.0,15.0,10.0,2019.0,1.0,0.9902817385636675
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13550.0,22.0,132.0,22.0,5500.0,20.0,6.0,2019.0,1.0,1.0633283263368734
"vehículos, automotores, carrocerías y sus partes","comercio y reparación de vehículos automotores y motocicletas","habilitado","quito","pichincha",13554.0,1.0,6.0,1.0,250.0,30.0,10.0,2019.0,1.0,0.991314884305198
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13555.0,52.0,312.0,52.0,13000.0,1.0,4.0,2019.0,1.0,1.0586248060799202
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13560.0,1.0,6.0,1.0,250.0,31.0,7.0,2019.0,1.0,1.011289899445715
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13561.0,13.0,78.0,13.0,3250.0,17.0,1.0,2019.0,1.0,1.0244918608632227
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13563.0,5.0,30.0,5.0,1250.0,25.0,1.0,2019.0,1.0,1.0089057225677474
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13564.0,14.0,84.0,14.0,3500.0,22.0,7.0,2019.0,1.0,1.0315271267945585
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13565.0,1.0,6.0,1.0,250.0,11.0,12.0,2019.0,1.0,1.0094348917236724
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13566.0,1.0,6.0,1.0,250.0,20.0,5.0,2019.0,1.0,1.0066242213624585
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13567.0,5.0,30.0,5.0,1250.0,12.0,7.0,2019.0,1.0,1.0038079390769648
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13569.0,1.0,6.0,1.0,250.0,21.0,1.0,2019.0,1.0,1.0070636230784524
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13570.0,53.0,318.0,53.0,13250.0,8.0,11.0,2018.0,1.0,1.039014530107111
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13574.0,13.0,78.0,13.0,3250.0,24.0,6.0,2019.0,1.0,1.0209794932861636
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13577.0,18.0,108.0,18.0,4500.0,22.0,4.0,2019.0,1.0,1.0097882206964508
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13578.0,8.0,48.0,8.0,2000.0,19.0,3.0,2019.0,1.0,1.0018028066888158
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13583.0,75.0,450.0,75.0,18750.0,26.0,11.0,2018.0,1.0,1.0915647485262392
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13590.0,5.0,30.0,5.0,1250.0,17.0,5.0,2019.0,1.0,1.0136387902357322
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13591.0,25.0,150.0,25.0,6250.0,25.0,4.0,2018.0,1.0,1.0398534625191909
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13593.0,42.0,252.0,42.0,10500.0,22.0,6.0,2018.0,1.0,1.057071263657222
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13595.0,1.0,6.0,1.0,250.0,22.0,8.0,2019.0,1.0,1.0066242213624585
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13597.0,40.0,240.0,40.0,10000.0,22.0,10.0,2018.0,1.0,1.0379283932734191
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13599.0,77.0,462.0,77.0,19250.0,5.0,12.0,2018.0,1.0,0.9977620511481158
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13603.0,11.0,66.0,11.0,2750.0,26.0,2.0,2019.0,1.0,1.0001558285557488
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13606.0,16.0,96.0,16.0,4000.0,23.0,8.0,2018.0,1.0,1.056454862277847
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13608.0,14.0,84.0,14.0,3500.0,1.0,2.0,2019.0,1.0,1.1207899986302303
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13609.0,17.0,102.0,17.0,4250.0,16.0,2.0,2018.0,1.0,1.0111337223706736
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13610.0,79.0,474.0,79.0,19750.0,27.0,6.0,2018.0,1.0,1.1175564186987552
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13612.0,1.0,6.0,1.0,250.0,3.0,7.0,2018.0,1.0,1.0015324147870936
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13614.0,11.0,66.0,11.0,2750.0,6.0,3.0,2019.0,1.0,0.9929781207874706
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13616.0,1.0,6.0,1.0,250.0,6.0,8.0,2018.0,1.0,1.0015324147870936
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13618.0,86.0,516.0,86.0,21500.0,6.0,7.0,2018.0,1.0,0.8471593582062136
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13620.0,26.0,156.0,26.0,6500.0,16.0,7.0,2018.0,1.0,1.0270445014566443
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13625.0,12.0,72.0,12.0,3000.0,20.0,8.0,2018.0,1.0,1.0304178441628986
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13627.0,31.0,186.0,31.0,7750.0,6.0,6.0,2018.0,1.0,1.043458034818273
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13633.0,8.0,48.0,8.0,2000.0,15.0,11.0,2018.0,1.0,1.0047864781054026
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13634.0,21.0,126.0,21.0,5250.0,28.0,6.0,2018.0,1.0,1.0448662968692455
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13635.0,24.0,144.0,24.0,6000.0,13.0,6.0,2018.0,1.0,1.0265247672277704
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13636.0,12.0,72.0,12.0,3000.0,28.0,3.0,2018.0,1.0,1.0579423150602318
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13637.0,23.0,138.0,23.0,5750.0,26.0,5.0,2019.0,1.0,1.0580486349199285
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13640.0,17.0,102.0,17.0,4250.0,18.0,4.0,2018.0,1.0,1.0238479576137118
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13641.0,21.0,126.0,21.0,5250.0,20.0,6.0,2018.0,1.0,1.0475248328648243
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13644.0,326.0,1956.0,326.0,81500.0,17.0,2.0,2018.0,1.0,1.6816451161202943
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13648.0,7.0,42.0,7.0,1750.0,23.0,9.0,2019.0,1.0,1.0370248603221492
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13652.0,1.0,6.0,1.0,250.0,29.0,1.0,2020.0,1.0,1.0074745346546345
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13656.0,33.0,198.0,33.0,8250.0,29.0,4.0,2019.0,1.0,1.0371601682809208
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13659.0,15.0,90.0,15.0,3750.0,6.0,11.0,2018.0,1.0,1.0386468898350225
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13661.0,21.0,126.0,21.0,5250.0,15.0,5.0,2019.0,1.0,1.0430451499259883
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13662.0,29.0,174.0,29.0,7250.0,8.0,4.0,2019.0,1.0,1.0405998996966312
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13668.0,14.0,84.0,14.0,3500.0,10.0,6.0,2019.0,1.0,1.0255079710450312
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13669.0,26.0,156.0,26.0,6500.0,14.0,2.0,2019.0,1.0,1.0121436978106297
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13670.0,45.0,270.0,45.0,11250.0,9.0,7.0,2019.0,1.0,0.9970722968819112
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13671.0,29.0,174.0,29.0,7250.0,12.0,9.0,2019.0,1.0,1.0494998508465736
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13674.0,29.0,174.0,29.0,7250.0,24.0,6.0,2019.0,1.0,1.0616640073521788
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13676.0,26.0,156.0,26.0,6500.0,12.0,12.0,2018.0,1.0,1.0312181359140462
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13679.0,42.0,252.0,42.0,10500.0,19.0,3.0,2019.0,1.0,1.0271948484178077
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13684.0,21.0,126.0,21.0,5250.0,3.0,7.0,2019.0,1.0,1.0440719442985804
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13686.0,20.0,120.0,20.0,5000.0,4.0,9.0,2019.0,1.0,1.0321515168607087
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13692.0,12.0,72.0,12.0,3000.0,8.0,7.0,2019.0,1.0,1.0258004168108394
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13693.0,31.0,186.0,31.0,7750.0,30.0,7.0,2019.0,1.0,1.0643743154314373
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13694.0,88.0,528.0,88.0,22000.0,2.0,4.0,2019.0,1.0,0.8095482625931121
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13695.0,1.0,6.0,1.0,250.0,18.0,3.0,2019.0,1.0,1.0129027387565523
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13700.0,18.0,108.0,18.0,4500.0,19.0,7.0,2019.0,1.0,1.0031510516482607
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13701.0,17.0,102.0,17.0,4250.0,25.0,6.0,2019.0,1.0,1.018616744738197
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13702.0,57.0,342.0,57.0,14250.0,16.0,4.0,2019.0,1.0,0.9863219396201979
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13704.0,1.0,6.0,1.0,250.0,3.0,9.0,2018.0,1.0,1.0015324147870936
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13705.0,44.0,264.0,44.0,11000.0,11.0,6.0,2019.0,1.0,1.0241437286558588
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13707.0,4.0,24.0,4.0,1000.0,30.0,3.0,2019.0,1.0,1.0189791287384518
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13708.0,24.0,144.0,24.0,6000.0,9.0,4.0,2019.0,1.0,1.0146067928644564
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13710.0,24.0,144.0,24.0,6000.0,30.0,11.0,2018.0,1.0,1.0259187043038631
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","quito","pichincha",13714.0,9.0,54.0,9.0,2250.0,10.0,11.0,2018.0,1.0,1.0018695068838364
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13720.0,50.0,300.0,62.0,12500.0,24.0,10.0,2018.0,3.0,1.1206922544870261
"turismo y alimentación","elaboración de productos alimenticios","habilitado","manta","manabi",13721.0,11.0,66.0,62.0,2750.0,24.0,10.0,2018.0,3.0,4.851135920594047
"turismo y alimentación","elaboración de productos alimenticios","habilitado","manta","manabi",13722.0,1.0,6.0,62.0,250.0,24.0,10.0,2018.0,3.0,4.7328780330781095
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13723.0,50.0,300.0,50.0,12500.0,27.0,9.0,2018.0,1.0,1.0372130676177997
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13724.0,110.0,660.0,127.0,27500.0,19.0,10.0,2018.0,2.0,1.0816211305054688
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13729.0,30.0,180.0,30.0,7500.0,25.0,10.0,2018.0,1.0,1.0007660315231854
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","manta","manabi",13734.0,1.0,6.0,1.0,250.0,15.0,1.0,2019.0,1.0,1.00096152098648
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13735.0,28.0,168.0,28.0,7000.0,29.0,10.0,2018.0,1.0,0.9254120253381055
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13736.0,1.0,6.0,1.0,250.0,2.0,10.0,2018.0,1.0,1.0201769090935935
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13738.0,8.0,48.0,8.0,2000.0,5.0,9.0,2018.0,1.0,0.9683692364642278
"turismo y alimentación","servicio de alimento y bebida","habilitado","manta","manabi",13740.0,1.0,6.0,31.0,250.0,27.0,3.0,2017.0,5.0,4.777773276414323
"turismo y alimentación","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","manta","manabi",13743.0,1.0,6.0,31.0,250.0,27.0,3.0,2017.0,5.0,4.309400358010849
"actividades de enseñanza","enseñanza","habilitado","manta","manabi",13746.0,2.0,12.0,2.0,500.0,8.0,12.0,2016.0,1.0,1.0163490799759396
"turismo y alimentación","actividades de alojamiento","habilitado","manta","manabi",13749.0,12.0,72.0,42.0,3000.0,28.0,3.0,2017.0,7.0,7.028539638492462
"turismo y alimentación","servicio de alimento y bebida","habilitado","manta","manabi",13751.0,1.0,6.0,42.0,250.0,28.0,3.0,2017.0,7.0,6.234614840089294
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13753.0,14.0,84.0,14.0,3500.0,22.0,10.0,2018.0,1.0,0.9930355407350229
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13754.0,85.0,510.0,86.0,21250.0,30.0,8.0,2018.0,2.0,0.9284933288645201
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13755.0,7.0,42.0,7.0,1750.0,11.0,9.0,2018.0,1.0,0.9649110543514192
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13756.0,13.0,78.0,13.0,3250.0,13.0,9.0,2018.0,1.0,0.9999134717227074
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13758.0,1.0,6.0,1.0,250.0,27.0,3.0,2018.0,1.0,0.9681865679531123
"actividades de enseñanza","enseñanza","habilitado","manta","manabi",13761.0,2.0,12.0,2.0,500.0,14.0,12.0,2018.0,1.0,1.0589497093615003
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13764.0,1.0,6.0,2.0,250.0,5.0,10.0,2018.0,2.0,1.4443276803803977
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13766.0,84.0,504.0,84.0,21000.0,19.0,9.0,2018.0,1.0,0.984784151084555
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13769.0,16.0,96.0,16.0,4000.0,21.0,8.0,2018.0,1.0,1.012673440268359
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13773.0,28.0,168.0,28.0,7000.0,25.0,7.0,2018.0,1.0,0.9292861354397113
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13774.0,42.0,252.0,42.0,10500.0,23.0,3.0,2018.0,1.0,0.9299584749451109
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13776.0,44.0,264.0,44.0,11000.0,24.0,4.0,2018.0,1.0,1.0395466378022187
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13777.0,9.0,54.0,9.0,2250.0,28.0,9.0,2018.0,1.0,1.0026265374699372
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13778.0,18.0,108.0,18.0,4500.0,6.0,2.0,2018.0,1.0,0.967887598601906
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13779.0,33.0,198.0,33.0,8250.0,1.0,6.0,2018.0,1.0,1.0297357677836638
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13781.0,13.0,78.0,13.0,3250.0,8.0,8.0,2018.0,1.0,0.9816125676888854
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13785.0,57.0,342.0,57.0,14250.0,26.0,9.0,2018.0,1.0,1.1093970284336914
"turismo y alimentación","elaboración de productos alimenticios","habilitado","manta","manabi",13787.0,9.0,54.0,11.0,2250.0,16.0,7.0,2018.0,2.0,1.5285754854421478
"turismo y alimentación","elaboración de productos alimenticios","habilitado","manta","manabi",13788.0,2.0,12.0,11.0,500.0,16.0,7.0,2018.0,2.0,2.923891339553834
"turismo y alimentación","servicio de alimento y bebida","habilitado","manta","manabi",13789.0,1.0,6.0,5.0,250.0,6.0,12.0,2018.0,2.0,3.011160244343942
"turismo y alimentación","actividades de alojamiento","habilitado","manta","manabi",13790.0,4.0,24.0,5.0,1000.0,6.0,12.0,2018.0,2.0,2.1961062829950473
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13792.0,40.0,240.0,40.0,10000.0,31.0,10.0,2018.0,1.0,0.8808578950474706
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13801.0,77.0,462.0,77.0,19250.0,18.0,10.0,2018.0,1.0,1.0240699440246184
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13804.0,28.0,168.0,28.0,7000.0,18.0,5.0,2018.0,1.0,0.9504197820706262
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13805.0,19.0,114.0,19.0,4750.0,26.0,10.0,2018.0,1.0,0.9698005778436576
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13815.0,67.0,402.0,67.0,16750.0,2.0,3.0,2018.0,1.0,1.0089984364158093
"comercialización y venta de productos","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","manta","manabi",13817.0,1.0,6.0,8.0,250.0,1.0,9.0,2018.0,2.0,1.998550612240238
"turismo y alimentación","elaboración de productos alimenticios","habilitado","manta","manabi",13818.0,7.0,42.0,8.0,1750.0,1.0,9.0,2018.0,2.0,1.322535267340741
"actividades de enseñanza","enseñanza","habilitado","manta","manabi",13821.0,2.0,12.0,7.0,500.0,20.0,12.0,2016.0,3.0,3.0235589909216154
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13828.0,21.0,126.0,21.0,5250.0,26.0,1.0,2018.0,1.0,0.9962198834646054
"pesca, acuacultura y maricultura","pesca y acuicultura","habilitado","manta","manabi",13831.0,83.0,498.0,83.0,20750.0,22.0,3.0,2018.0,1.0,0.9449401612282466
"actividades de enseñanza","enseñanza","habilitado","manta","manabi",13832.0,1.0,6.0,2.0,250.0,24.0,1.0,2017.0,2.0,1.9078617589193394
"turismo y alimentación","actividades de alojamiento","habilitado","manta","manabi",13845.0,2.0,12.0,15.0,500.0,22.0,3.0,2017.0,3.0,4.591534356449288
"turismo y alimentación","servicio de alimento y bebida","habilitado","manta","manabi",13853.0,2.0,12.0,13.0,500.0,24.0,11.0,2016.0,5.0,3.9036262895469784
"turismo y alimentación","servicio de alimento y bebida","habilitado","manta","manabi",13857.0,1.0,6.0,28.0,250.0,16.0,12.0,2016.0,4.0,4.737182780706449
"actividades de enseñanza","enseñanza","habilitado","manta","manabi",13859.0,2.0,12.0,5.0,500.0,12.0,12.0,2016.0,3.0,2.522749360491603
"actividades de enseñanza","enseñanza","habilitado","manta","manabi",13860.0,1.0,6.0,5.0,250.0,12.0,12.0,2016.0,3.0,2.5959816387776167
"turismo y alimentación","elaboración de productos alimenticios","habilitado","manta","manabi",13862.0,1.0,6.0,22.0,250.0,17.0,12.0,2016.0,3.0,4.026440160155276
"turismo y alimentación","servicio de alimento y bebida","habilitado","manta","manabi",13871.0,2.0,12.0,4.0,500.0,23.0,11.0,2016.0,3.0,2.2863261255488263
"turismo y alimentación","elaboración de productos alimenticios","habilitado","manta","manabi",13873.0,1.0,6.0,1.0,250.0,25.0,4.0,2017.0,1.0,1.047507178541296
"turismo y alimentación","actividades de alojamiento","habilitado","manta","manabi",13876.0,1.0,6.0,6.0,250.0,29.0,3.0,2017.0,3.0,3.401588930421881
"actividades de enseñanza","enseñanza","habilitado","manta","manabi",13879.0,11.0,66.0,11.0,2750.0,6.0,12.0,2016.0,1.0,2.2361551361400283
"actividades de enseñanza","enseñanza","habilitado","manta","manabi",13880.0,4.0,24.0,4.0,1000.0,16.0,11.0,2016.0,1.0,1.0944152279853236
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","loja","loja",13887.0,2.0,12.0,7.0,500.0,25.0,12.0,2020.0,4.0,3.1948946029924494
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","loja","loja",13894.0,15.0,90.0,18.0,3750.0,11.0,1.0,2021.0,3.0,1.7671692953508549
"comercialización y venta de productos","comercio al por mayor, excepto el de vehículos automotores y motocicletas","habilitado","loja","loja",13899.0,1.0,6.0,62.0,250.0,17.0,12.0,2020.0,3.0,4.525912692682128
"actividades tipo servicios","actividades de oficinas principales; actividades de consultoría de gestión","habilitado","loja","loja",13902.0,4.0,24.0,4.0,1000.0,6.0,11.0,2019.0,1.0,1.0354819083849955
"comercialización y venta de productos","comercio al por mayor, excepto el de vehículos automotores y motocicletas","habilitado","loja","loja",13904.0,2.0,12.0,10.0,500.0,29.0,12.0,2020.0,3.0,3.623661363283632
"turismo y alimentación","actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades conexas","habilitado","riobamba","chimborazo",13912.0,1.0,6.0,1.0,250.0,9.0,3.0,2021.0,1.0,0.9913555712528117
"tecnología: hardware y software (incluye tic)","actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas","habilitado","riobamba","chimborazo",13915.0,8.0,48.0,8.0,2000.0,29.0,1.0,2020.0,1.0,0.9697923771354775
