id_curso_perfil,tipo,area_familia,especialidad_sector,curso_perfil,modalidad,carga_horaria,costo
4598,curso,educación y capacitación,metodología y técnica de aprendizaje,desarrollo de habilidades para asistencia de estimulación temprana y psicomotricidad,online,140,606.2
4599,curso,finanzas comercio y ventas,marketing y ventas,desarrollo y comercialización de proyectos inmobiliarios,virtual,20,150.0
4600,curso,finanzas comercio y ventas,marketing y ventas,desarrollo y comercialización de proyectos inmobiliarios,semipresencial,20,80.0
4601,curso,finanzas comercio y ventas,marketing y ventas,marketing inmobiliario,presencial,24,340.08
4602,curso,finanzas comercio y ventas,marketing y ventas,marketing inmobiliario,virtual,24,160.07999999999998
4603,curso,finanzas comercio y ventas,marketing y ventas,marketing inmobiliario,semipresencial,24,160.07999999999998
4604,curso,administración y legislación,legislación,derecho inmobiliario,virtual,33,769.89
4605,curso,administración y legislación,legislación,derecho inmobiliario,presencial,33,477.51000000000005
4606,curso,construcción e infraestructura,arquitectura y urbanismo,planificación urbana,presencial,21,303.87
4607,curso,construcción e infraestructura,arquitectura y urbanismo,planificación urbana,semipresencial,21,6.3
4608,curso,construcción e infraestructura,arquitectura y urbanismo,planificación urbana,virtual,21,23.729999999999997
4609,curso,finanzas comercio y ventas,marketing y ventas,avalúos inmobiliarios,presencial,30,290.1
4610,curso,finanzas comercio y ventas,marketing y ventas,avalúos inmobiliarios,virtual,30,33.9
4611,curso,finanzas comercio y ventas,marketing y ventas,avalúos inmobiliarios,semipresencial,30,99.9
4612,curso,administración y legislación,gestión del talento humano,pnl coaching ventas,semipresencial,20,6.6000000000000005
4613,curso,administración y legislación,gestión del talento humano,pnl coaching ventas,virtual,20,466.59999999999997
4614,curso,administración y legislación,legislación,derecho inmobiliario,semipresencial,33,33.0
4615,curso,administración y legislación,gestión del talento humano,pnl coaching ventas,presencial,20,550.0
4616,curso,servicios socioculturales y a la comunidad,servicios de seguridad física guardianía,supervisión efectiva,presencial,40,550.0
4617,curso,servicios socioculturales y a la comunidad,servicios de seguridad física guardianía,análisis y gestión de riesgos,presencial,30,290.1
4618,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,presencial,20,210.0
4619,curso,servicios socioculturales y a la comunidad,servicios de seguridad física guardianía,supervisión efectiva,online,40,40.0
4620,curso,administración y legislación,gestión del talento humano,desarrollo personal,presencial,8,150.0
4621,curso,administración y legislación,gestión del talento humano,liderazgo y don de mando,presencial,20,550.0
4622,curso,administración y legislación,legislación,legislación en la seguridad y el uso proporcional de la fuerza,presencial,8,150.0
4623,curso,administración y legislación,atención y servicios de oficina,atención al cliente como herramienta a la seguridad,presencial,16,1187.52
4624,curso,servicios socioculturales y a la comunidad,servicios de seguridad física guardianía,diagnóstico y estudio de seguridad,presencial,50,723.5
4625,curso,administración y legislación,administración general,teoría general de la contratación pública,presencial,20,1187.3999999999999
4626,curso,administración y legislación,administración general,derecho administrativo aplicado a la contratación pública,presencial,20,1187.3999999999999
4627,curso,administración y legislación,administración general,auditoria a la contratación pública,presencial,20,1187.3999999999999
4628,curso,administración y legislación,administración general,práctica procesal de la contratación pública ecuatoriana,presencial,20,1187.3999999999999
4629,curso,administración y legislación,administración general,etapa preparatoria de la contratación pública,presencial,20,1187.3999999999999
4630,curso,administración y legislación,administración general,etapa precontractual de la contratación pública,presencial,20,1187.3999999999999
4631,curso,administración y legislación,administración general,etapa contractual de la contratación pública e incidencia del administrador del contrato,presencial,20,1187.3999999999999
4632,curso,administración y legislación,administración general,el convenio de pago en la contratación pública,presencial,20,1187.3999999999999
4633,curso,administración y legislación,administración general,incidencia del código orgánico administrativo en la contratación pública,presencial,10,742.2
4634,curso,administración y legislación,administración general,incidencia de los derechos humanos y tratados internacionales en la contratación pública,presencial,10,742.2
4635,curso,administración y legislación,administración general,gobierno electrónico y herramientas del sistema nacional de contratación pública,presencial,20,1187.3999999999999
4636,curso,administración y legislación,administración general,cálculo del vae y desagregación tecnológica,presencial,10,742.2
4637,curso,administración y legislación,administración general,compras públicas inclusivas,presencial,10,1.6
4638,curso,administración y legislación,administración general,determinación del nuevo presupuesto referencial en la contratación pública,presencial,10,742.2
4639,curso,administración y legislación,administración general,responsabilidad de los funcionarios públicos en la contratación pública,presencial,10,742.2
4640,curso,administración y legislación,administración general,escuela de formación en contratación pública i,presencial,400,29688.0
4641,curso,administración y legislación,administración general,escuela de formación en contratación pública ii,presencial,200,14844.0
4642,curso,administración y legislación,administración contable y de costos,formación de asistencia tributaria,presencial,12,145.92000000000002
4643,curso,forestal ecología y medio ambiente,gestión e impacto ambiental,gestión ambiental,presencial,12,148.44
4644,curso,transporte y logística,manejo integral de bodegas y almacenes,administración de bodegas,presencial,12,148.44
4645,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,presencial,12,30.0
4646,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevencion de riesgos laborales,presencial,12,30.0
4647,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,programa de prevención integral al uso y consumo de drogas en los espacios laborales públicos y privados,presencial,12,225.0
4648,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,presencial,12,279.96
4649,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajo en alturas,presencial,12,148.44
4650,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,presencial,12,173.64000000000001
4651,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en el manejo de productos químicos,presencial,12,165.0
4652,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de enfermedades ocupacionales,presencial,12,173.64000000000001
4653,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencias y autoprotección,presencial,12,761.04
4654,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,fundamentos de la seguridad y salud en el trabajo,virtual,12,99.96000000000001
4655,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos laborales,virtual,12,99.96000000000001
4656,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,programa de preveción integral al uso y consumo de drogas en los espacios laborales públicos y privados,virtual,12,99.96000000000001
4657,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,brigadas de primeros auxilios,presencial,12,761.04
4658,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en la construcción,virtual,12,99.96000000000001
4659,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de trabajos en alturas,virtual,12,99.96000000000001
4660,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos eléctricos,virtual,12,99.96000000000001
4661,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de riesgos en el manejo de productos químicos,virtual,12,99.96000000000001
4662,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,prevención de enfermedades ocupacionales,virtual,12,99.96000000000001
4663,curso,procesos industriales,seguridad prevención de riesgos e higiene industrial,plan de emergencias y autoprotección,virtual,12,99.96000000000001
4664,curso,educación y capacitación,capacitación,trabajos en caliente,virtual,12,90.0
4665,curso,administración y legislación,administración contable y de costos,actualización tributaria,virtual,12,257.15999999999997
4666,curso,administración y legislación,administración contable y de costos,cierre de balance con aplicación de niif,virtual,12,7.92
4667,curso,administración y legislación,administración contable y de costos,normas internacionales de información financiera niif,presencial,20,550.0
4668,curso,administración y legislación,administración contable y de costos,normas internacionales de información financiera niif,virtual,20,466.59999999999997
4669,curso,administración y legislación,administración contable y de costos,análisis de costos para decisiones gerenciales,presencial,12,173.64000000000001
